"HIGH_1"	"HIGH_2"	"HIGH_3"	"HIGH_4"	"LOW_1"	"LOW_2"	"LOW_3"	"LOW_4"
"MICAL3"	2290	1283	1333	889	1451	1808	1255	1094
"LOC124905075"	0	0	1	0	0	1	0	0
"MIR648"	4	4	11	2	7	5	4	3
"RHEBP3"	3	6	2	2	1	1	1	4
"LINC01634"	0	0	0	4	0	0	0	0
"LOC105372853"	9	23	0	1	0	1	1	0
"PEX26"	1068	1133	876	571	755	837	701	827
"TUBA8"	33	29	43	25	21	24	48	16
"LOC124905076"	44	11	50	21	53	68	74	19
"USP18"	301	90	256	96	143	159	133	139
"FAM230D"	0	0	0	0	0	0	0	0
"LOC105372858"	0	0	0	0	0	0	0	0
"LOC101060852"	0	0	0	0	0	0	0	0
"LOC105379518"	0	0	0	0	0	0	0	0
"FAM247D"	0	0	0	0	0	0	0	0
"FAM230J"	0	0	0	0	0	0	0	0
"PPP1R26P3"	0	0	0	0	0	0	0	0
"LOC107987325"	0	0	0	0	0	0	0	0
"FAM230A"	0	0	0	0	0	0	0	0
"GGTLC3"	0	0	0	0	0	0	0	0
"TMEM191B"	1	0	0	0	0	0	2	1
"PI4KAP1"	22	70	21	18	79	93	50	19
"LOC124905077"	0	0	0	0	0	0	0	0
"LOC124905163"	0	0	0	0	0	0	0	0
"LOC124905174"	0	0	0	0	0	0	0	0
"LOC124900482"	0	0	0	0	0	0	0	0
"RIMBP3"	0	9	0	0	0	0	4	1
"SUSD2P2"	0	0	0	0	0	0	0	0
"FAM246B"	0	0	1	0	0	0	0	0
"PPP1R26P2"	0	0	0	0	0	0	0	0
"PPP1R26P4"	0	0	0	0	0	0	0	0
"FAM230E"	0	0	0	0	0	0	0	0
"FAM247C"	1	4	0	0	0	0	0	0
"GGT3P"	0	0	1	0	1	0	0	1
"POM121L15P"	0	0	0	0	0	0	0	0
"BCRP7"	0	0	0	0	0	0	0	0
"FAM230F"	0	0	0	0	0	0	0	0
"DGCR6"	165	39	89	143	126	115	64	121
"PRODH"	192	18	67	105	343	812	89	91
"LOC122455341"	0	0	2	0	0	1	0	0
"DGCR5"	480	71	291	179	130	246	84	398
"FAM246C"	2	0	1	1	3	1	1	1
"DGCR2"	1012	909	676	644	656	770	655	857
"DGCR11"	72	71	70	40	60	71	50	92
"LOC124905078"	93	79	84	21	109	131	102	126
"TSSK1A"	3	0	1	0	1	2	4	1
"ESS2"	107	176	63	104	78	98	94	113
"TSSK2"	0	0	0	0	1	1	0	0
"LOC112268297"	1	0	0	0	0	1	0	0
"GSC2"	0	1	0	0	0	0	1	0
"LINC01311"	10	21	13	17	14	13	13	19
"SLC25A1"	1609	674	894	2023	993	974	1218	1796
"CLTCL1"	275	210	224	153	206	247	195	208
"LOC112268289"	0	0	0	0	0	0	1	0
"LOC124900485"	0	0	0	0	0	0	0	0
"DVL1P1"	0	1	1	0	0	0	0	0
"LOC105372859"	38	6	21	13	35	43	48	32
"HIRA"	938	677	637	607	582	603	583	613
"RN7SL168P"	0	0	0	0	2	0	0	1
"MRPL40"	766	477	489	908	448	398	465	535
"C22orf39"	369	385	227	409	239	258	244	334
"UFD1"	591	630	438	623	362	333	403	468
"CDC45"	28	40	37	11	3	12	1	27
"CLDN5"	88	100	43	124	36	52	77	63
"LINC00895"	0	0	0	0	0	0	0	0
"LOC100129254"	0	0	0	0	0	0	0	0
"LOC124905079"	0	0	0	0	0	0	0	1
"SEPTIN5"	0	1	0	2	0	0	0	1
"SEPT5.GP1BB"	2	2	1	2	0	2	1	3
"GP1BB"	0	0	0	0	0	0	0	0
"LOC105372861"	0	0	0	0	0	0	0	0
"TBX1"	2	12	6	1	2	1	10	10
"GNB1L"	20	36	19	19	14	16	12	19
"RPL7AP70"	4	9	4	1	1	6	6	3
"RTL10"	432	370	339	245	300	280	326	366
"LOC124905080"	12	8	3	4	15	13	11	19
"TXNRD2"	533	452	337	594	466	403	399	511
"LOC124905081"	1	1	1	0	3	0	1	0
"COMT"	1888	854	1453	1311	934	961	1492	1785
"MIR4761"	0	1	0	0	0	2	0	0
"ARVCF"	306	225	204	217	296	249	209	322
"LOC124905082"	0	0	0	0	0	0	0	0
"TANGO2"	397	429	242	233	198	176	215	282
"MIR185"	0	3	0	0	1	1	2	0
"DGCR8"	649	587	534	309	599	623	553	684
"MIR3618"	0	0	0	0	0	0	0	0
"MIR1306"	0	0	0	0	0	0	0	0
"TRMT2A"	433	362	289	340	375	340	319	375
"MIR6816"	0	0	0	0	0	0	0	0
"RANBP1"	685	623	490	741	503	451	555	521
"SNORA77B"	0	0	0	0	0	0	0	0
"ZDHHC8"	272	172	121	152	169	189	133	130
"CCDC188"	0	2	0	0	0	0	0	2
"LINC02891"	15	3	9	0	2	5	3	0
"LOC105372862"	87	19	44	29	42	31	30	20
"LINC00896"	11	8	9	3	1	7	16	5
"LOC124905083"	4	2	0	0	1	1	0	5
"LOC105372863"	0	0	0	0	0	0	0	0
"RTN4R"	112	19	56	59	12	25	32	50
"MIR1286"	0	0	0	0	1	0	0	2
"LOC440792"	20	0	7	0	17	59	9	5
"DGCR6L"	669	271	425	771	484	433	520	415
"FAM230G"	0	0	0	0	0	0	0	0
"LOC124905153"	0	0	0	0	0	0	0	0
"ZNF74"	112	134	80	108	86	62	79	97
"RNU6.225P"	0	0	0	0	0	0	0	0
"SCARF2"	40	211	16	46	12	22	19	19
"LOC107985588"	1	1	1	0	0	0	1	0
"KLHL22"	425	377	369	270	307	352	330	419
"LOC100420177"	1	0	1	0	1	1	2	0
"LOC124905085"	0	0	0	0	0	0	0	0
"LOC101928824"	16	18	9	4	16	9	5	15
"MED15"	563	612	378	318	330	366	290	403
"LOC124905084"	0	0	0	0	0	0	0	0
"CCDC74BP1"	0	0	0	0	0	0	0	0
"ABHD17AP4"	0	1	0	0	0	0	0	0
"POM121L4P"	0	0	0	0	0	0	0	0
"BCRP5"	1	1	1	1	1	0	0	0
"LOC107985584"	0	0	0	0	0	0	0	0
"TMEM191A"	3	7	4	21	5	3	10	12
"PI4KA"	1416	1721	1228	1205	1252	1227	1198	1315
"SERPIND1"	23638	4843	14927	18014	14037	17314	13598	16503
"SNAP29"	992	908	691	889	533	674	585	674
"CRKL"	1837	1474	1558	1538	1374	1362	1491	1553
"LOC124905167"	5	2	3	0	1	2	3	2
"LINC01637"	6	5	3	13	1	1	0	4
"AIFM3"	15	21	14	19	12	11	16	7
"LZTR1"	704	654	502	465	429	383	469	540
"THAP7"	248	134	191	249	220	129	215	204
"THAP7.AS1"	78	48	54	91	99	66	52	76
"TUBA3FP"	15	6	6	10	8	4	8	25
"P2RX6"	10	2	7	10	8	7	16	15
"SLC7A4"	6	11	1	5	2	3	4	7
"MIR649"	0	0	0	0	0	0	0	0
"P2RX6P"	1	0	0	0	0	0	0	0
"LRRC74B"	0	0	0	0	0	1	1	0
"LOC112268300"	0	0	0	0	0	0	0	0
"BCRP2"	0	0	0	0	0	0	0	0
"LOC102724728"	0	0	0	1	0	0	0	0
"FAM230B"	0	0	0	0	0	0	0	0
"FAM247A"	0	0	0	0	0	0	0	0
"GGT2P"	1	0	0	0	1	1	0	0
"POM121L8P"	0	1	1	0	0	0	0	0
"BCRP6"	1	0	0	0	0	4	0	0
"FAM230H"	0	0	0	0	0	0	0	0
"PPP1R26P5"	0	0	0	0	0	0	0	0
"LINC01651"	0	0	0	0	0	0	0	0
"FAM246A"	0	0	0	0	0	0	0	0
"SUSD2P1"	0	0	0	0	0	0	0	0
"RIMBP3B"	0	0	0	0	0	0	0	1
"LOC124900483"	0	0	0	0	0	0	0	0
"LOC124905172"	0	0	0	0	0	0	0	0
"LOC124905164"	0	0	0	0	0	0	0	0
"HIC2"	87	123	69	60	71	90	79	107
"TMEM191C"	3	2	0	2	0	2	4	0
"PI4KAP2"	47	34	47	13	21	30	41	53
"LOC124905165"	0	0	0	0	0	0	0	0
"LOC124905173"	0	0	0	0	0	0	0	0
"LOC124900484"	0	0	0	0	0	0	0	0
"RIMBP3C"	0	0	0	0	0	1	0	0
"UBE2L3"	1010	1079	713	1080	559	503	612	752
"YDJC"	78	98	42	98	52	46	59	52
"CCDC116"	2	1	3	0	1	3	2	1
"SDF2L1"	167	110	175	175	73	69	78	146
"LOC107985532"	8	15	7	4	5	2	11	10
"MIR301B"	0	0	0	0	0	0	0	0
"MIR130B"	0	0	0	0	0	0	0	0
"PPIL2"	827	779	600	602	574	561	520	776
"YPEL1"	179	205	166	125	180	161	165	200
"MAPK1"	3181	3400	2407	2445	1903	1888	1942	2502
"PPM1F"	501	763	418	462	350	277	389	565
"PPM1F.AS1"	14	39	7	24	11	7	18	46
"TOP3B"	444	250	362	274	266	266	259	352
"PRAMENP"	14	1	8	34	1	10	13	27
"IGLVI.70"	0	0	0	1	0	0	0	1
"IGLV4.69"	24	3	6	18	0	9	7	14
"IGLVI.68"	0	0	0	0	0	0	0	0
"IGLV10.67"	0	0	0	0	0	0	0	0
"IGLVIV.66.1"	0	0	0	0	0	0	0	0
"IGLVV.66"	0	0	0	0	0	0	0	0
"IGLVIV.65"	0	0	0	0	0	0	0	0
"IGLVIV.64"	0	0	1	0	0	0	0	0
"IGLVI.63"	0	0	0	0	0	0	0	0
"IGLV1.62"	0	0	0	0	0	0	0	0
"LOC102724653"	11	0	1	2	1	0	0	0
"IGLV8.61"	102	14	24	33	3	10	9	25
"IGLV4.60"	9	0	0	12	1	2	0	9
"IGLVIV.59"	0	0	0	0	0	0	0	0
"IGLVV.58"	0	0	0	0	0	0	0	0
"IGLV6.57"	53	37	12	60	8	14	12	13
"IGLVI.56"	0	0	0	0	0	0	0	0
"IGLV11.55"	0	0	0	0	0	0	0	0
"IGLV10.54"	17	27	2	6	0	2	0	2
"IGLVIV.53"	0	0	0	0	0	0	0	0
"VPREB1"	0	0	0	0	0	0	0	0
"LOC124905087"	125	113	80	48	87	98	91	84
"LOC105372952"	23	9	5	11	14	27	0	1
"BMS1P20"	296	332	220	208	152	207	211	170
"IGLV5.52"	6	6	4	0	1	2	5	3
"IGLV1.51"	51	22	10	28	4	29	7	13
"IGLV1.50"	8	1	2	0	1	2	1	2
"IGLV9.49"	8	8	1	6	3	2	1	0
"IGLV5.48"	0	0	1	0	0	1	0	0
"IGLV1.47"	47	48	10	45	9	14	13	25
"IGLV7.46"	9	10	8	24	5	8	5	11
"IGLV5.45"	3	0	0	1	0	2	2	0
"IGLV1.44"	0	0	0	1	0	0	0	0
"IGLV7.43"	0	0	0	1	0	0	0	0
"IGLVI.42"	0	0	0	0	0	0	0	0
"IGLVVII.41.1"	0	0	0	0	0	0	0	0
"LOC101929255"	0	0	0	0	0	0	0	0
"IGLV1.41"	0	0	0	0	0	0	0	0
"IGLV1.40"	5	1	0	0	0	0	0	0
"IGLVI.38"	0	0	0	0	0	0	0	0
"IGLV5.37"	0	0	0	0	0	0	0	0
"IGLV1.36"	0	0	0	0	0	0	0	0
"IGLV7.35"	0	0	0	0	0	0	0	0
"ZNF280B"	0	0	0	0	0	0	0	0
"ZNF280A"	0	0	0	0	0	0	0	0
"LOC124905161"	0	0	0	0	0	0	0	0
"PRAME"	0	0	0	0	0	0	0	0
"LL22NC03.63E9.3"	0	0	0	0	0	0	0	0
"IGLV2.34"	0	0	0	0	0	0	0	0
"IGLV2.33"	0	0	0	0	0	0	0	0
"IGLV3.32"	0	0	0	0	0	0	0	0
"IGLV3.31"	0	0	0	0	0	0	0	0
"IGLV3.30"	0	0	0	0	0	0	0	0
"POM121L1P"	0	0	2	0	1	1	1	5
"GGTLC2"	0	0	0	0	0	0	0	0
"IGLV3.29"	0	1	0	1	0	0	0	0
"IGLV2.28"	1	2	0	0	0	0	3	0
"IGLV3.27"	10	25	1	2	0	2	0	2
"IGLV3.26"	0	0	0	0	0	0	0	0
"IGLVVI.25.1"	0	0	0	0	0	0	0	0
"IGLV3.25"	80	75	33	84	6	32	33	31
"LOC112267890"	2	0	1	1	3	13	4	7
"IGLV3.24"	0	0	0	0	0	0	0	1
"LL22NC03.102D1.18"	0	0	0	0	0	0	0	0
"IGLV2.23"	237	121	17	288	17	46	44	37
"IGLVVI.22.1"	0	0	0	0	0	0	0	0
"IGLV3.22"	0	0	0	0	0	0	0	0
"IGLV3.21"	84	137	22	159	4	29	16	36
"IGLVI.20"	0	0	0	0	0	0	0	0
"IGLV3.19"	74	102	16	151	15	29	31	30
"IGLV2.18"	10	13	1	22	3	1	48	3
"IGLV3.17"	0	0	0	0	0	0	0	0
"IGLV3.16"	1	1	0	0	0	2	0	0
"IGLV3.15"	0	0	0	0	0	0	0	0
"IGLV2.14"	280	202	82	340	23	56	129	105
"IGLV3.13"	0	0	0	0	0	0	0	0
"IGLV3.12"	0	1	0	1	0	1	0	0
"IGLV2.11"	89	67	24	111	11	48	27	0
"IGLV3.10"	25	41	11	21	3	21	4	7
"IGLV3.9"	29	20	5	10	4	8	0	2
"LOC105372948"	0	4	2	3	0	0	0	0
"MIR650"	0	0	0	0	0	0	1	0
"IGLV2.8"	57	72	15	150	18	43	5588	26
"IGLV3.7"	0	0	0	0	0	0	0	0
"IGLV3.6"	0	0	0	0	0	0	0	0
"IGLV2.5"	2	1	1	2	0	2	1	1
"IGLV3.4"	0	0	0	0	0	0	0	0
"LOC124905086"	0	0	0	0	0	1	0	1
"IGLV4.3"	3	0	0	3	1	0	245	1
"IGLV3.2"	0	0	0	0	0	0	0	0
"LOC102724638"	2	0	0	0	0	0	0	0
"IGLV3.1"	167	189	38	85	10	19	42	44
"MIR5571"	0	0	0	0	0	0	0	0
"IGLL5"	269	379	70	480	50	201	110	84
"IGLJ1"	0	0	0	0	0	0	0	0
"IGLC1"	0	0	0	0	0	0	0	0
"IGLJ2"	1	2	0	1	0	0	2	1
"IGLC2"	486	290	115	408	47	69	1615	143
"IGLJ3"	0	0	0	0	0	0	0	0
"IGLC3"	364	440	79	432	38	78	470	77
"IGLJ4"	0	0	0	0	0	0	0	0
"IGLC4"	0	0	0	0	0	0	0	1
"IGLJ5"	0	0	0	0	0	0	0	0
"IGLC5"	0	0	0	0	0	0	0	0
"IGLJ6"	0	0	0	0	0	0	0	0
"IGLC6"	1	0	1	1	0	0	2	0
"LOC105372947"	0	0	0	0	0	0	0	0
"IGLJ7"	0	0	0	0	0	0	0	0
"IGLC7"	13	17	5	8	2	12	3	1
"LOC100287966"	0	0	0	0	0	0	0	0
"RSPH14"	2	3	3	0	3	1	5	3
"GNAZ"	31	86	12	2	10	15	26	8
"LOC124905170"	2	3	0	0	0	0	0	0
"RAB36"	22	40	11	9	2	6	15	8
"BCR"	797	699	556	595	578	540	438	540
"RN7SL263P"	0	0	1	1	1	0	0	1
"FBXW4P1"	18	16	13	4	13	11	11	9
"LOC107985554"	0	11	0	0	1	1	2	2
"RPS10P30"	0	0	0	0	0	0	0	0
"LINC02556"	0	3	0	2	0	1	0	0
"CES5AP1"	0	0	0	0	0	0	0	0
"ZDHHC8P1"	0	0	0	0	0	0	0	0
"LOC107985555"	0	0	0	0	0	0	0	0
"LINC01659"	0	0	0	0	0	0	0	0
"FAM230I"	0	0	0	0	0	0	0	0
"LINC02557"	0	0	0	2	1	0	0	0
"LOC107985580"	0	0	0	0	0	0	0	0
"LOC124900476"	14	16	9	9	7	3	3	9
"PCAT14"	0	0	0	0	0	0	0	0
"LOC105372957"	0	0	0	0	0	0	2	0
"IGLL1"	0	0	0	0	0	0	0	0
"DRICH1"	17	15	16	13	12	19	14	12
"LOC124905089"	1	1	1	0	2	0	0	2
"GUSBP11"	329	385	272	185	227	329	285	252
"ASLP1"	34	38	26	13	39	49	41	46
"RGL4"	7	16	4	8	1	3	0	1
"LOC124905088"	1	8	0	1	3	2	4	1
"ZNF70"	146	170	92	84	72	134	96	88
"VPREB3"	8	1	4	2	2	0	2	2
"C22orf15"	0	0	0	0	0	0	0	0
"CHCHD10"	0	0	0	0	0	1	0	0
"LOC107985577"	0	0	0	0	0	0	0	1
"MMP11"	0	0	0	0	0	0	0	0
"SMARCB1"	0	0	0	0	0	0	0	0
"DERL3"	0	0	0	1	0	0	1	0
"SLC2A11"	0	0	1	0	0	0	1	0
"MIF.AS1"	0	0	0	0	0	0	0	0
"MIF"	0	0	0	0	0	0	0	1
"LOC100652871"	0	0	0	0	0	0	0	0
"GSTT2B"	11	2	4	6	0	7	4	0
"DDTL"	1	0	2	1	3	3	0	0
"DDT"	0	0	0	0	0	0	0	0
"GSTT2"	5	0	4	6	2	9	13	1
"GSTT4"	0	0	0	0	0	0	0	0
"LOC105372959"	0	0	0	0	0	0	0	0
"CABIN1"	929	892	728	473	691	661	671	617
"SUSD2"	206	449	73	71	24	31	53	93
"LOC124905090"	0	1	1	0	0	0	0	0
"GGT5"	742	1185	324	483	180	304	175	332
"POM121L9P"	46	51	23	9	6	9	14	6
"BCRP1"	2	0	1	0	0	2	0	0
"RPS10P29"	0	0	0	1	0	0	0	0
"SPECC1L.ADORA2A"	2	1	4	2	4	2	4	4
"SPECC1L"	706	591	502	453	427	440	413	508
"LOC105372960"	0	0	0	0	0	0	0	0
"ADORA2A"	3	8	1	0	2	2	2	1
"ADORA2A.AS1"	462	292	351	810	820	927	1009	952
"UPB1"	5998	1607	5201	7278	7238	6999	8734	11145
"GUCD1"	3306	2612	2489	2114	3002	2077	2703	2765
"SNRPD3"	1514	1278	1374	1339	1319	1192	1424	1733
"LOC124905091"	1	2	1	0	5	1	1	1
"GGT1"	953	1057	739	1116	348	430	425	794
"LRRC75B"	376	199	231	305	170	242	272	390
"BCRP3"	7	17	7	15	8	20	10	20
"POM121L10P"	1	0	0	0	0	1	0	1
"LOC124905092"	0	0	0	0	0	0	0	0
"LOC105372962"	0	0	0	0	0	0	0	0
"CRIP1P4"	0	0	0	0	0	0	0	0
"PIWIL3"	1	0	0	0	0	0	0	0
"TOP1P2"	0	0	0	0	0	0	0	0
"SGSM1"	17	13	15	13	6	26	29	13
"LOC124900481"	0	0	0	0	0	0	0	0
"LHFPL7"	0	0	0	0	0	0	0	0
"KIAA1671"	3573	2470	2427	2523	1615	2205	1696	1881
"KIAA1671.AS1"	26	9	19	45	28	16	34	27
"CRYBB3"	32	34	24	15	48	53	25	38
"CRYBB2"	10	19	3	7	6	5	2	7
"LOC105372969"	0	0	0	0	0	0	0	0
"IGLL3P"	0	0	0	0	0	0	0	0
"LOC100419673"	54	33	69	37	36	79	43	68
"LRP5L"	589	260	659	169	328	742	368	581
"LOC124905095"	1	1	0	0	1	1	1	1
"LOC124905093"	1	0	0	0	0	0	1	0
"CRYBB2P1"	130	128	96	75	80	84	85	92
"MIR6817"	0	0	0	0	0	0	0	0
"LOC124905094"	70	110	56	40	69	106	81	75
"GRK3.AS1"	0	1	0	0	1	0	0	0
"GRK3"	730	1021	464	341	235	307	285	584
"YES1P1"	88	205	75	35	43	67	51	84
"MYO18B"	0	6	1	0	0	0	1	0
"MYO18B.AS1"	0	0	0	0	0	0	0	0
"LOC102724801"	0	0	0	0	0	0	0	0
"LINC02559"	0	0	0	0	0	0	0	0
"LOC105372971"	0	0	1	1	0	0	0	0
"SEZ6L"	14	1	1	3	7	9	6	4
"SEZ6L.AS1"	0	0	0	0	0	0	0	0
"LOC124905096"	0	0	0	0	0	0	0	0
"ASPHD2"	14	22	4	12	4	4	4	5
"HPS4"	638	688	513	437	500	629	617	607
"SRRD"	446	390	345	350	278	319	280	307
"TFIP11"	625	666	599	389	469	439	510	618
"TFIP11.DT"	53	26	27	21	29	37	62	35
"TPST2"	2094	1462	2051	2062	1635	1491	1962	1225
"MIR548J"	6	6	3	4	1	6	2	7
"CRYBA4"	5	1	1	2	1	1	0	1
"CRYBB1"	2	10	0	0	2	2	7	7
"MIAT"	121	117	111	48	64	114	95	76
"MIATNB"	80	87	49	45	54	94	80	76
"LOC110091768"	24	14	20	9	13	22	16	23
"RPL15P22"	1	0	1	0	0	1	0	0
"LINC01422"	2	6	3	0	4	4	2	3
"LOC107985582"	0	0	2	0	0	1	0	0
"LOC284898"	0	0	0	0	0	0	0	0
"LOC107985534"	0	0	0	0	0	0	0	0
"LOC105372977"	0	0	0	0	0	0	0	0
"LINC01638"	0	9	0	5	0	1	0	0
"LINC02554"	0	0	0	0	0	0	0	0
"LOC105372979"	0	0	0	0	0	0	0	0
"LOC102724900"	0	0	0	0	0	0	0	0
"LOC105372980"	0	0	0	0	0	0	0	0
"LOC105372981"	0	0	0	0	0	0	0	0
"LOC124905098"	0	0	0	0	0	0	0	0
"LOC124905097"	0	0	0	0	0	0	0	0
"MN1"	44	120	14	23	11	14	22	12
"LOC107985529"	6	7	12	3	4	11	8	8
"PITPNB"	1647	1622	877	1226	837	981	641	679
"TTC28.AS1"	227	171	189	151	288	263	249	250
"MIR3199.1"	0	1	0	0	0	0	0	0
"MIR3199.2"	0	0	0	0	0	0	0	0
"TTC28"	1035	1088	708	679	619	747	773	681
"LOC124905171"	0	4	5	0	5	2	1	5
"MIR5739"	0	0	0	0	0	0	0	0
"LOC101929594"	657	797	695	343	718	887	832	1029
"RN7SL162P"	4	1	6	0	0	1	0	1
"CHEK2"	290	194	197	193	63	190	74	232
"HSCB"	265	219	144	298	148	162	155	187
"CCDC117"	1290	1047	1041	1017	1116	951	881	967
"XBP1"	16850	8281	9732	14306	8741	7996	8322	11264
"LOC107985549"	42	20	20	20	24	27	27	50
"ZNRF3"	802	439	539	480	587	547	360	602
"ZNRF3.AS1"	3	5	1	3	5	1	1	1
"C22orf31"	3	2	1	1	1	0	1	0
"KREMEN1"	245	247	160	201	137	155	113	213
"LOC101929638"	48	67	28	55	22	26	29	67
"EMID1"	58	140	24	75	20	48	15	85
"LOC124905099"	6	3	6	3	1	7	2	12
"LOC105372985"	1	0	0	1	0	0	0	0
"RHBDD3"	247	167	178	187	150	119	136	185
"EWSR1"	2042	2075	1883	1370	1638	1823	1651	2038
"GAS2L1"	142	112	69	114	60	69	67	95
"RASL10A"	10	31	4	5	4	17	3	11
"AP1B1"	1522	1723	1035	1137	777	826	773	1130
"SNORD125"	6	6	6	0	1	1	1	3
"RFPL1"	35	2	39	1	23	2	26	10
"LOC102723305"	6	7	11	3	10	6	7	7
"RFPL1S"	4	17	7	4	5	4	12	9
"LOC107985541"	5	15	3	3	6	10	3	7
"NEFH"	4	11	2	8	4	2	2	13
"THOC5"	524	640	416	349	419	413	455	410
"NIPSNAP1"	5138	3326	4545	5892	3631	3301	4122	4546
"NF2"	773	820	602	541	478	504	600	671
"CABP7"	0	0	0	2	0	0	0	0
"ZMAT5"	207	168	136	221	150	117	145	141
"UQCR10"	1428	921	875	2022	779	635	811	913
"ASCC2"	890	750	646	622	592	573	538	616
"MTMR3"	1073	1371	956	820	702	1067	950	1027
"MIR6818"	0	0	1	0	0	0	0	0
"HORMAD2.AS1"	237	66	109	204	494	163	93	101
"CNN2P1"	33	10	25	12	89	40	23	33
"HORMAD2"	41	8	23	41	141	76	41	46
"LOC105372988"	0	0	0	0	0	0	0	0
"LIF.AS1"	0	0	0	0	0	0	0	0
"LIF"	47	210	23	26	6	11	15	13
"LIF.AS2"	0	3	0	0	0	1	0	0
"OSM"	3	14	2	3	0	2	1	0
"CASTOR1"	52	57	24	54	71	34	56	83
"TBC1D10A"	124	145	97	126	105	104	128	132
"SF3A1"	1174	1117	692	907	660	800	530	664
"CCDC157"	25	20	18	13	15	22	20	12
"KIAA1656"	24	28	13	17	15	10	7	30
"RNF215"	164	118	86	109	66	71	84	105
"SEC14L2"	5463	937	3996	3584	4652	4207	4823	4208
"MTFP1"	116	125	75	184	42	34	66	105
"LOC105372990"	2	5	1	7	3	4	3	6
"SEC14L3"	74	3	96	115	34	76	40	132
"LOC105372991"	0	1	0	0	0	0	0	0
"SDC4P"	8	0	7	2	9	23	10	10
"LOC107985579"	0	0	0	0	0	0	0	0
"SEC14L4"	945	341	992	605	584	673	610	1051
"SEC14L6"	18	43	16	6	4	8	13	6
"SIRPAP1"	11	19	4	1	3	1	0	0
"GAL3ST1"	25	25	21	47	5	12	7	19
"PES1"	487	622	443	405	343	341	409	518
"TCN2"	311	322	238	388	205	183	293	262
"SLC35E4"	10	19	5	4	10	5	4	4
"DUSP18"	76	130	51	60	35	49	28	47
"OSBP2"	46	33	10	10	13	10	23	16
"MIR3200"	0	0	0	0	1	0	1	0
"LOC105372994"	0	0	0	2	0	0	1	0
"LOC107985544"	62	53	25	42	59	50	63	30
"EIF4HP2"	1	2	2	0	2	1	2	1
"MORC2.AS1"	7	5	0	2	1	5	9	0
"MORC2"	642	650	502	357	537	644	462	528
"TUG1"	3503	3809	2388	2092	1986	2609	2432	2971
"SMTN"	242	260	153	148	200	190	194	198
"SELENOM"	132	397	49	147	32	48	61	39
"LOC105372995"	0	0	0	0	0	0	0	0
"LOC124905100"	0	0	0	0	0	0	3	0
"RPS15AP37"	0	0	0	0	0	0	0	0
"INPP5J"	8	9	1	0	0	2	2	2
"PLA2G3"	0	0	0	0	0	0	0	0
"LOC107985533"	0	0	0	0	0	0	1	0
"MIR3928"	0	1	0	0	0	0	0	0
"RNF185"	1146	817	826	1019	682	659	787	767
"LIMK2"	366	880	237	231	148	158	189	248
"RNU6.1128P"	0	0	0	0	0	0	0	0
"PPP1R14BP1"	1	0	1	0	1	1	1	1
"PIK3IP1"	412	580	211	456	104	142	225	418
"LOC105372997"	1	0	0	1	0	0	0	0
"PATZ1"	453	461	273	352	295	360	303	383
"PIK3IP1.DT"	3	1	4	8	1	2	1	11
"LINC01521"	22	43	21	32	32	32	28	30
"RNU6.338P"	0	0	0	0	0	0	0	0
"DRG1"	607	713	417	583	368	376	362	469
"EIF4ENIF1"	344	350	288	239	243	277	281	344
"RNU6.28P"	2	4	4	0	1	5	4	3
"SFI1"	184	223	180	104	92	199	149	146
"H2AZP6"	0	0	0	0	0	0	0	0
"RPS18P14"	1	11	1	3	2	4	2	3
"PISD"	464	514	280	370	267	282	321	320
"MIR7109"	0	0	0	0	0	0	0	0
"PRR14L"	1986	2193	1597	1106	1385	1694	1528	1858
"DEPDC5"	567	520	508	444	712	723	702	556
"LOC124905101"	0	0	0	0	0	0	0	0
"LOC105372998"	0	0	0	0	0	0	0	0
"LOC124905102"	0	0	0	0	1	0	0	0
"YWHAH.AS1"	2	2	1	0	0	0	1	0
"YWHAH"	1087	1996	790	797	386	368	499	820
"LOC124900477"	48	129	28	21	21	28	31	21
"LOC124905158"	2	17	3	0	1	1	2	9
"LINC02558"	0	0	0	0	0	0	1	0
"RPS17P16"	6	4	11	3	11	7	15	9
"SLC5A1"	83	264	34	22	10	62	85	30
"LOC105373000"	0	0	0	0	0	0	0	0
"AP1B1P1"	0	0	0	0	0	1	0	0
"C22orf42"	0	0	0	0	0	0	0	0
"RFPL2"	5	0	3	0	4	7	5	0
"SLC5A4.AS1"	51	38	29	23	36	58	15	5
"SLC5A4"	23	18	13	7	7	8	13	25
"LOC107985561"	99	170	48	38	21	53	58	78
"RFPL3"	0	0	0	0	0	0	0	0
"RFPL3S"	8	11	3	0	8	2	5	6
"LOC339666"	0	0	0	0	0	0	0	0
"RTCB"	1408	1383	1107	493	822	613	825	1149
"BPIFC"	0	0	0	0	0	0	0	1
"FBXO7"	2433	1911	1800	2033	1956	1792	2294	1815
"SYN3"	13	5	13	5	19	16	2	8
"LOC124905103"	9	2	5	2	12	12	0	12
"SYN3.AS1"	1	3	0	4	1	0	0	0
"LOC107985545"	0	0	0	0	0	1	1	0
"LOC105373002"	0	3	0	0	0	0	0	0
"TIMP3"	2601	5346	1348	2177	1190	1323	2420	1271
"LOC124905104"	43	66	28	16	42	45	47	36
"LARGE1"	1122	787	1018	584	1463	1254	1152	1098
"LINC01640"	0	0	0	0	0	0	0	0
"LOC124905107"	0	0	0	0	0	0	0	0
"LOC124905105"	0	0	0	0	0	0	0	0
